titulo,popularidade,nota_media,generos
O Espetacular Homem-Aranha,14.5634,6.722,"Ação, Aventura, Ficção científica"
Força Bruta: Punição,14.5608,7.082,"Crime, Thriller, Comédia, Drama, Ação"
A Christmas for the Books,14.5179,5.3,"Romance, Cinema TV"
Elementos,14.5024,7.601,"Comédia, Romance, Família, Animação, Fantasia"
Ted 2,14.4532,6.316,"Fantasia, Comédia"
Screamboat: Terror a Bordo,14.4304,5.086,"Comédia, Terror"
Batman Begins,14.428,7.717,"Drama, Crime, Ação"
Your name.,14.4164,8.479,"Romance, Animação, Drama"
Pinball: O Homem que Salvou o Jogo,14.3719,7.108,"História, Comédia, Drama, Romance"
Babygirl,14.3644,5.7,"Drama, Romance"
Homem-Aranha: No Aranhaverso,14.3499,8.397,"Aventura, Animação, Ficção científica, Ação"
Already Tomorrow in Hong Kong,14.3057,5.984,Romance
O Natal Foi Cancelado,14.2885,5.457,"Comédia, Romance"
365 Dias Finais,14.2794,6.388,"Drama, Romance"
A Morte de um Unicórnio,14.2336,6.463,"Comédia, Fantasia, Terror"
Homem de Ferro,14.2326,7.654,"Ficção científica, Ação, Aventura"
Asylum: Twisted Horror and Fantasy Tales,14.2323,5.932,"Ficção científica, Comédia, Terror"
Prenda-Me se For Capaz,14.2134,7.979,"Crime, Drama"
John Wick: Um Novo Dia para Matar,14.1803,7.339,"Ação, Thriller, Crime"
O Início do Mundo de Greg: Um Filme Original,14.1433,7.8,"Cinema TV, Família, Animação, Fantasia, Aventura, Comédia"
O Rei Leão,14.1335,8.256,"Família, Aventura, Drama, Animação"
The Chosen: Last Supper,14.1284,7.9,"Drama, História, Aventura"
Como Treinar o Seu Dragão,14.1235,7.852,"Família, Aventura, Fantasia, Animação"
Rivais,14.0641,6.953,"Drama, Romance"
Snoopy Apresenta - Um Musical de Verão,14.0603,7.5,"Animação, Família"
Caos e Destruição,14.0571,6.409,"Ação, Thriller, Crime"
Doutor Estranho no Multiverso da Loucura,14.0114,7.245,"Fantasia, Aventura, Ação"
Mulher-Maravilha,14.0037,7.215,"Fantasia, Aventura, Ação"
Enrolados,13.9996,7.611,"Família, Aventura, Animação"
내 친구의 아내,13.9915,6.8,Romance
扉を閉めた女教師,13.9756,5.6,"Drama, Romance"
A Saga Crepúsculo: Amanhecer - Parte 2,13.9637,6.463,"Aventura, Fantasia, Romance, Drama"
20 Anos + Jovem,13.955,6.464,Comédia
Um Sonho Possível,13.9477,7.674,Drama
A Era do Gelo,13.9357,7.365,"Família, Comédia, Aventura, Animação"
Sombras da Noite,13.9351,6.096,"Fantasia, Comédia"
Nosferatu,13.9233,6.7,"Terror, Fantasia"
Como Eu Era Antes de Você,13.9201,7.927,"Drama, Romance"
Ilha do Medo,13.8929,8.201,"Drama, Mistério, Thriller"
Depois da Verdade: Desinformação e o Custo das Fake News,13.8712,6.5,Documentário
A Freira,13.8228,5.907,Terror
Exterritorial,13.8207,6.647,"Thriller, Ação"
Marlee Matlin: Not Alone Anymore,13.7888,8.0,Documentário
Torturada Pelo Próprio Pai,13.7771,7.6,"Cinema TV, Thriller, Crime"
O Pacto,13.7527,7.734,"Guerra, Thriller, Ação"
Mulan,13.7514,7.904,"Aventura, Animação, Família"
Colheita Maldita: Genesis,13.7454,4.06,"Terror, Thriller"
Uma Ideia de Você,13.7413,7.347,"Drama, Comédia, Romance"
Mickey 17,13.7263,6.867,"Comédia, Ficção científica, Aventura"
The Flash,13.725,6.63,"Ação, Ficção científica, Aventura"
Until Dawn: Noite de Terror,13.7244,6.5,"Mistério, Terror"
O Castelo Animado,13.6738,8.4,"Fantasia, Aventura, Animação"
Faut pas prendre les enfants du bon Dieu pour des canards sauvages,13.6515,5.9,"Comédia, Crime"
Holocausto Canibal,13.6444,6.299,Terror
Il ginecologo della mutua,13.6161,4.5,Comédia
O Jardineiro Fiel,13.6046,7.007,"Mistério, Drama, Thriller"
Apocalipse Z: O Princípio do Fim,13.5932,6.733,"Terror, Drama, Ação"
Initial D Third Stage,13.579,6.856,"Romance, Animação, Ação"
À Flor do Mar,13.5719,7.5,"Romance, Drama"
Scarface,13.5683,8.16,"Drama, Crime, Ação"
La gemella erotica,13.5621,2.7,Drama
A Guerra do Amanhã,13.5522,7.491,"Aventura, Ação, Ficção científica"
O Homem de Aço,13.535,6.637,"Aventura, Ficção científica, Ação"
Planeta dos Macacos: O Reinado,13.5311,7.061,"Aventura, Thriller, Ficção científica, Ação, Drama"
Esquadrão Secreto,13.5092,6.456,"Aventura, Ficção científica, Família, Comédia, Ação"
Fate/stay night: Heaven's Feel III. Spring Song,13.5028,7.725,"Drama, Fantasia, Animação, Romance, Ação"
Annabelle 3: De Volta para Casa,13.5007,6.406,Terror
Solo Leveling -Segundo Despertar-,13.4883,7.0,"Animação, Aventura, Fantasia, Ação"
Tubarão,13.4401,7.678,"Aventura, Thriller, Terror"
Invasão Zumbi,13.4136,7.752,"Thriller, Ação, Aventura, Terror"
Shrek 2,13.4078,7.302,"Comédia, Família, Animação, Fantasia, Aventura"
Perigosa Obsessão,13.3993,6.8,Drama
Sorria 2,13.3931,6.607,"Terror, Mistério"
녹색 의자,13.3927,6.2,"Drama, Romance"
The Astronaut,13.3766,5.5,"Thriller, Terror, Ficção científica"
Mad Max: Estrada da Fúria,13.3712,7.626,"Ficção científica, Ação, Aventura"
Transformers: O Despertar das Feras,13.3548,7.209,"Ficção científica, Aventura, Ação"
Gato de Botas 2: O Último Pedido,13.3466,8.212,"Família, Aventura, Fantasia, Animação, Comédia"
Tróia,13.3345,7.165,"Guerra, História, Ação"
Toy Story 3,13.3292,7.802,"Comédia, Família, Animação"
사위 사랑은 장모 4,13.3287,4.0,Romance
Michael Jackson Live In Bucharest: The Dangerous Tour,13.3092,8.6,Música
La Partie d'échecs,13.3091,4.7,"Comédia, Drama"
Die Bande des Schreckens,13.2956,7.2,"Thriller, Crime"
Era Uma Vez em… Hollywood,13.2821,7.426,"Thriller, Comédia, Drama"
Princesa Mononoke,13.263,8.3,"Animação, Fantasia, Aventura"
A Nova Onda do Imperador,13.2574,7.559,"Fantasia, Aventura, Animação, Comédia, Família"
Alice no País das Maravilhas,13.2548,6.636,"Aventura, Fantasia, Família"
Um Homem Abandonado,13.2496,7.349,Drama
Olhos de Serpente,13.2196,6.2,"Thriller, Mistério, Crime"
O Exterminador do Futuro 2: O Julgamento Final,13.2163,8.133,"Ação, Thriller, Ficção científica"
The Twisters,13.1984,5.8,"Ação, Aventura, Drama"
Django Livre,13.1881,8.184,"Faroeste, Drama"
A Freira 2,13.1667,6.7,Terror
Até o Último Homem,13.1056,8.193,"Guerra, História, Drama"
Le Quatrième mur,13.0887,7.3,Drama
Un nuage entre les dents,13.0719,5.4,Comédia
Eddington,13.0666,6.4,"Comédia, Faroeste, Crime"
Quarteto Fantástico,13.0435,5.799,"Ação, Ficção científica, Fantasia"
室町無頼,13.0248,8.769,"Ação, Drama"
聊齋三集之燈草和尚,13.0247,5.654,"Terror, Drama, Fantasia"
A Lista de Schindler,13.0232,8.566,"Guerra, Drama, História"
O Macaco,13.0144,5.968,"Comédia, Terror"
Devara: Rei dos Mares - Parte 1,13.0035,7.0,"Ação, Drama"
Shrek Para Sempre,12.9957,6.388,"Animação, Fantasia, Aventura, Família, Comédia"
Site,12.9908,6.583,"Ficção científica, Thriller, Terror"
Kayara - A Princesa Inca,12.9701,7.6,"Animação, Aventura, Família"
Os Bons Companheiros,12.9506,8.455,"Drama, Crime"
Aquaman 2: O Reino Perdido,12.9252,6.575,"Ação, Fantasia, Aventura"
Transformers: A Era da Extinção,12.924,5.949,"Ficção científica, Ação, Aventura"
The Rats Are Coming! The Werewolves Are Here!,12.8944,3.5,"Mistério, Terror, Thriller"
Boogie Nights: Prazer Sem Limites,12.8866,7.6,Drama
Rita,12.8658,6.7,Drama
O Fruto Maduro,12.8603,6.308,"Comédia, Romance, Drama"
Rapsa,12.837,7.0,"Drama, Romance"
Esquema de Risco: Operação Fortune,12.8119,6.476,"Comédia, Ação, Thriller"
어쩔수가없다,12.7945,7.625,"Crime, Thriller, Comédia"
Como Treinar o seu Dragão 2,12.7736,7.675,"Aventura, Animação, Fantasia, Ação, Comédia, Família"
Juliette ou La clef des songes,12.7634,7.0,"Drama, Romance, Fantasia"
Les Misérables: The Staged Concert,12.7576,7.1,Música
Guerra Sem Regras,12.7514,7.1,"Guerra, Ação, Comédia"
A Magia da Vida,12.7408,7.4,"Drama, Cinema TV, Romance"
A Caixa dos Prazeres,12.7183,5.3,"Comédia, Terror"
A Era do Gelo 3,12.7174,6.762,"Comédia, Aventura, Animação, Família"
Raya e o Último Dragão,12.6966,7.821,"Família, Ação, Animação, Aventura, Fantasia"
A Múmia,12.6961,6.95,"Aventura, Fantasia, Ação"
Dead of Winter,12.6622,6.9,"Ação, Thriller"
Hook,12.6245,6.0,Terror
Red: Crescer é Uma Fera,12.6223,7.335,"Família, Comédia, Animação, Fantasia"
Seção 8 – Organização Secreta,12.6116,6.2,"Thriller, Ação"
Histórias Cruzadas,12.5934,8.205,Drama
Whiplash: Em Busca da Perfeição,12.5877,8.376,"Drama, Música"
O Jogo do Assassino,12.5843,6.4,"Comédia, Ação, Thriller"
Reféns na Ponte,12.5801,6.3,"Thriller, Ação"
O Protetor: Capítulo Final,12.5796,7.297,"Thriller, Crime, Ação"
Boyka: O Imbatível,12.575,7.161,"Ação, Drama, Thriller"
बाघी ४,12.5694,5.571,"Ação, Thriller"
IT: Capítulo Dois,12.5486,6.833,"Thriller, Terror"
O Caso Figo: A Transferência que Mudou o Futebol,12.544,7.0,Documentário
A Revolução em Paris,12.5383,5.6,"História, Drama"
Observadores,12.5266,6.526,Thriller
Os Pinguins de Madagascar: O Filme,12.5136,6.53,"Aventura, Animação, Família, Comédia"
Quarteto Fantástico e o Surfista Prateado,12.5066,5.623,"Ficção científica, Ação, Aventura"
Raiders!: The Story of the Greatest Fan Film Ever Made,12.5038,6.729,Documentário
Diplodocus o Pequeno Dinossauro,12.4832,7.2,"Aventura, Fantasia, Animação, Comédia, Família"
Velozes & Furiosos: Hobbs & Shaw,12.4756,6.846,"Comédia, Ação, Aventura"
맛있는 비행,12.4675,4.4,Romance
Operação Águia - Ponto De Impacto,12.4646,4.528,"Thriller, Ação, Aventura"
Coringa,12.4528,8.133,"Crime, Drama, Thriller"
"Luz, Câmera, Ação",12.4473,5.3,"Comédia, Ação"
Os Caras Malvados: Assalto Assombrado,12.4449,6.929,"Comédia, Animação"
Deus e o Diabo na Terra do Sol,12.4355,7.097,"Faroeste, Drama, Aventura"
Ladrão de Sonhos,12.3964,7.2,"Fantasia, Aventura, Ficção científica"
Believer,12.3801,7.237,"Thriller, Crime, Ação"
Jurassic World: O Mundo dos Dinossauros,12.3562,6.699,"Ação, Thriller, Aventura, Ficção científica"
O Conde de Monte Cristo,12.338,7.97,"Drama, Ação, Aventura"
Extermínio 2,12.3282,6.608,"Terror, Thriller, Ficção científica"
Como Treinar o Seu Dragão 3,12.3151,7.749,"Aventura, Animação, Família"
A Saga Crepúsculo: Amanhecer - Parte 1,12.312,6.196,"Romance, Fantasia, Aventura"
Deadpool 2,12.3104,7.489,"Aventura, Comédia, Ação"
Up: Altas Aventuras,12.2778,7.959,"Comédia, Família, Aventura, Animação"
Diablo: Caçada Mortal,12.2755,7.273,"Thriller, Ação"
Thor: Amor e Trovão,12.2733,6.396,"Comédia, Ação, Fantasia"
"Signed, Sealed, Delivered: The Vows We Have Made",12.2656,7.0,"Comédia, Mistério, Romance, Cinema TV"
La bonne,12.2623,5.2,"Drama, Romance"
Improvisação Perigosa,12.2554,6.716,"Crime, Ação, Comédia"
Tudo em Todo o Lugar ao Mesmo Tempo,12.2472,7.74,"Aventura, Ação, Ficção científica"
A Vida de Chuck,12.2454,7.403,"Fantasia, Drama"
O Show de Truman: O Show da Vida,12.2252,8.148,"Drama, Comédia"
Amor de Redenção,12.2204,7.858,"Romance, Faroeste, Drama"
12 Homens e uma Sentença,12.2075,8.548,Drama
In Restless Dreams: The Music of Paul Simon,12.1986,6.5,"Documentário, Música"
Blade Runner 2049,12.1862,7.587,"Ficção científica, Drama"
Um Gato de Rua Chamado Bob,12.1795,7.902,"Família, Drama"
Pânico na Floresta 2,12.1774,6.139,"Thriller, Terror"
O Corvo,12.175,5.8,"Fantasia, Ação, Terror"
As Tartarugas Ninja,12.1682,5.921,"Comédia, Ação, Ficção científica, Aventura"
Jurassic World: Domínio,12.167,6.633,"Aventura, Ficção científica, Ação"
O Iluminado,12.1541,8.209,"Thriller, Terror"
Carros 2,12.1459,6.159,"Família, Aventura, Animação, Comédia"
Abraham's Boys,12.1435,5.4,Terror
A Bela e a Fera,12.1412,7.731,"Fantasia, Animação, Romance, Família"
Terra Vazia,12.0985,5.4,"Thriller, Drama, Mistério"
Duro de Matar,12.0884,7.801,"Ação, Thriller"
O Rei Leão II: O Reino de Simba,12.0845,6.946,"Aventura, Animação, Família, Drama"
Top Gun - Ases Indomáveis,12.0732,7.063,"Ação, Drama"
A Maldição da Chorona,12.0714,5.651,Terror
친구엄마,12.0588,6.0,"Romance, Drama"
Shrek Terceiro,12.0587,6.298,"Aventura, Fantasia, Animação, Comédia, Família"
Na Teia da Aranha,12.0515,6.333,"Crime, Thriller, Mistério, Ação"
Família à Prova de Balas,12.0305,6.659,"Ação, Crime, Comédia"
Snow White,12.029,7.5,"Família, Animação, Fantasia"
Pesadelo na Piscina,12.0236,5.9,"Cinema TV, Thriller"
Perdido em Marte,12.0175,7.689,"Drama, Aventura, Ficção científica"
Night of Dark Shadows,12.0099,6.5,"Drama, Thriller, Terror, Mistério"
A Espada do Valente,12.0036,5.2,"Fantasia, Aventura"
Ghosted: Sem Resposta,12.0004,6.931,"Romance, Ação, Comédia"
Madagascar,11.9798,6.9,"Comédia, Família, Animação, Aventura"
Encanto,11.9612,7.584,"Família, Comédia, Animação, Fantasia"
Kuang Bao Ju Xi,11.9593,6.4,"Ação, Thriller, Terror"
O Incrível Hulk,11.959,6.2,"Aventura, Ação, Ficção científica"
Kalakal,11.9551,7.2,"Romance, Drama"
Patos!,11.9446,7.382,"Família, Animação, Aventura, Comédia"
Pantera Negra: Wakanda para Sempre,11.8998,7.036,"Ação, Ficção científica, Aventura"
Boston Strangler The Untold Story,11.8991,3.7,"Crime, Thriller, Mistério, Drama"
Jane Austen a gâché ma vie,11.8931,6.398,"Comédia, Romance, Drama"
Thor,11.892,6.768,"Aventura, Fantasia, Ação"
The Fabulous Four,11.8793,6.025,"Drama, Comédia"
Rise of the Footsoldier 3: The Pat Tate Story,11.8713,6.2,"Drama, Ação, Crime, Thriller"
Sonic 2: O Filme,11.8711,7.451,"Ação, Comédia, Aventura, Família"
A Fantástica Fábrica de Chocolate,11.8666,7.041,"Aventura, Fantasia, Comédia, Família"
Edward Mãos de Tesoura,11.8659,7.719,"Romance, Drama, Fantasia"
American Pie: A Primeira Vez é Inesquecível,11.8632,6.6,"Romance, Comédia"
O Ratinho Pérez 2,11.8617,6.8,"Família, Animação"
La tarea,11.8528,6.6,"Comédia, Drama"
Guerra Civil,11.85,6.853,"Ação, Drama, Guerra"
Sing 2,11.8439,7.842,"Animação, Família, Música, Comédia"
Instintos,11.8432,7.36,Thriller
Jumanji: Próxima Fase,11.829,6.888,"Comédia, Fantasia, Aventura"
Belém: Zona de Conflito,11.8205,6.2,"Drama, Thriller"
A Princesa e o Sapo,11.8184,7.2,"Fantasia, Animação, Romance, Família"
O Resgate de Ruby,11.8133,7.509,"Drama, Família"
Brilho de uma Paixão,11.8016,6.606,"Drama, Romance"
It: A Coisa,11.7977,7.237,"Terror, Thriller"
A Morte do Demônio: A Ascensão,11.7954,6.93,"Thriller, Terror"
John Wick 3: Parabellum,11.7766,7.444,"Thriller, Ação, Crime"
Fale Comigo,11.7716,7.15,Terror
Bulong Ng Laman,11.7535,9.0,"Drama, Fantasia"
Lolita,11.7447,7.134,"Romance, Drama"
Megamente,11.7256,7.01,"Ficção científica, Família, Animação, Ação, Comédia"
Codinome Wolverine,11.7245,6.5,"Cinema TV, Ação"
ザッツ･ロマンポルノ 女神たちの微笑み,11.6945,3.8,Documentário
Animais Fantásticos: Os Segredos de Dumbledore,11.6922,6.637,"Aventura, Fantasia"
Código Alarum,11.6871,5.7,"Crime, Ação, Thriller"
Jogos Vorazes: A Esperança - Parte 1,11.6622,6.815,"Ficção científica, Aventura, Thriller"
Giubbe rosse,11.6564,6.0,"Aventura, Faroeste"
Gigantes de Aço,11.6519,7.061,"Drama, Ficção científica, Ação"
Hotel Transilvânia: Transformonstrão,11.6497,7.052,"Família, Comédia, Aventura, Animação, Fantasia"
Velozes & Furiosos 7,11.6449,7.224,"Ação, Thriller, Crime"
O Máskara,11.6422,6.969,"Fantasia, Comédia, Romance, Crime"
Die dunkle Seite des Mondes,11.642,5.8,Thriller
Trem-Bala,11.6184,7.425,"Comédia, Ação, Thriller"
Um Acordo de Natal: Salvando o Starlight,11.605,6.8,"Romance, Cinema TV"
xXx: Reativado,11.5964,6.136,"Aventura, Ação, Crime"
Truque de Mestre,11.5948,7.333,"Thriller, Crime"
A Christmas to Savour,11.5929,5.4,"Comédia, Cinema TV, Romance"
L'Ordinateur des pompes funèbres,11.5894,3.6,"Comédia, Crime"
O Resgate do Soldado Ryan,11.5857,8.219,"Drama, História, Guerra"
Três Homens em Conflito,11.5842,8.464,Faroeste
Os Reis de Dogtown,11.5838,7.105,Drama
Napoleão,11.5807,6.327,"História, Romance, Guerra"
X-Men: Dias de um Futuro Esquecido,11.5676,7.529,"Aventura, Ficção científica, Ação"
Lilo & Stitch,11.564,7.6,"Comédia, Família, Animação"
O Homem Bicentenário,11.5622,7.3,"Drama, Ficção científica"
A Noviça Rebelde,11.5528,7.725,"Romance, Família, Música, Drama"
Cruella,11.5423,7.985,"Aventura, Crime, Comédia"
Guardiões da Galáxia - Vol. 2,11.5249,7.611,"Ação, Aventura, Ficção científica"
Procurando Nemo,11.5124,7.817,"Animação, Família"
A Febre,11.499,6.3,"Drama, Thriller, Mistério"
Meu Melhor Amigo,11.4878,6.4,"Drama, Família, Comédia"
Desenhos,11.487,7.2,"Família, Fantasia, Aventura, Comédia"
Capitão América: Guerra Civil,11.4869,7.447,"Aventura, Ficção científica, Ação"
Desconhecidos,11.4817,6.938,"Terror, Thriller, Crime"
Transformers: O Início,11.4639,8.036,"Animação, Aventura, Ficção científica, Família"
Nas Sombras da Noite,11.4536,6.6,"Thriller, Terror, Drama"
O Exterminador do Futuro,11.4515,7.671,"Ficção científica, Ação, Thriller"
Megatubarão 2,11.4465,6.415,"Ação, Ficção científica, Terror"
Era uma Vez no Oeste,11.4306,8.281,"Drama, Faroeste"
여자전쟁: 도기의 난,11.429,0.0,Drama
Crônica de uma Relação Passageira,11.4189,6.382,"Romance, Drama, Comédia"
Perfect Blue,11.4157,8.303,"Thriller, Animação"
Mudando o Destino,11.4142,3.5,"Ficção científica, Comédia"
Rainbow Brite e o Roubo das Estrelas,11.4117,5.6,"Família, Ficção científica, Aventura, Fantasia, Animação"
Diário de uma Paixão,11.4115,7.9,"Drama, Romance"
Os Simpsons: O Filme,11.3934,7.017,"Família, Animação, Comédia"
Donzela,11.3834,7.005,"Fantasia, Aventura, Ação"
Zombadings 1: Patayin sa Shokot si Remington,11.3633,5.2,"Comédia, Terror"
Intocáveis,11.3618,8.271,"Drama, Comédia"
Dezesseis Facadas,11.3594,6.815,"Terror, Ficção científica, Comédia"
Todo Mundo em Pânico,11.3515,6.376,Comédia
Prometheus,11.3472,6.582,"Aventura, Ficção científica, Mistério"
O Último Viking,11.343,6.4,"Ação, História, Aventura"
Onde os Fracos Não Têm Vez,11.3228,7.946,"Crime, Thriller, Faroeste"
Five Nights at Freddy's - O Pesadelo Sem Fim,11.3205,7.389,"Terror, Thriller"
Nise: O Coração da Loucura,11.2864,8.1,Drama
2012,11.2835,5.863,"Aventura, Ficção científica, Ação"
Sangue Negro,11.2759,8.075,Drama
Tatsulok: Tatlo Magkasalo,11.2641,6.0,"Drama, Romance"
Boso Dos,11.2635,2.6,"Thriller, Comédia"
Meu Malvado Favorito,11.2616,7.253,"Animação, Comédia, Família"
Os Infiltrados,11.2588,8.159,"Thriller, Drama, Crime"
Viúva Negra,11.2528,7.191,"Aventura, Ação, Ficção científica"
Oldboy,11.2479,8.25,"Drama, Thriller, Ação, Mistério"
Elyas,11.2298,6.135,"Thriller, Ação"
Natal Sangrento 4: A Iniciação,11.2269,4.2,Terror
Busca Implacável,11.2197,7.398,"Ação, Thriller"
Hotel Transilvânia,11.2129,6.963,"Comédia, Fantasia, Animação, Família"
Carros 3,11.2095,6.852,"Família, Animação, Aventura, Comédia"
Pânico na Floresta 4: Origens Sangrentas,11.2028,5.718,"Terror, Thriller"
A Linha da Extinção,11.1941,6.5,"Ficção científica, Ação, Thriller"
Contra-Ataque,11.1786,8.298,"Thriller, Aventura, Ação"
Céu Vermelho-Sangue,11.1727,6.815,"Ação, Thriller, Terror"
O Diabo Veste Prada,11.1668,7.392,"Drama, Comédia"
Ilha das Sombras,11.1644,6.5,"Thriller, Cinema TV, Mistério"
Busca Implacável 3,11.164,6.265,"Thriller, Ação"
"Vermelho, Branco e Sangue Azul",11.1637,7.959,"Comédia, Romance"
O Poderoso Chefão: Parte III,11.1544,7.417,"Thriller, Crime, Drama"
Meu Amigo Totoro,11.1516,8.069,"Família, Animação, Fantasia"
Círculo de Fogo,11.1488,6.911,"Ficção científica, Aventura, Ação"
Las adolescentes,11.1434,5.8,Drama
Romance at Reindeer Lodge,11.1426,6.0,"Romance, Cinema TV"
Sonic: O Filme,11.1339,7.3,"Família, Comédia, Ação, Ficção científica"
Insana,11.1277,7.029,Drama
John Wick - De Volta ao Jogo,11.1107,7.453,"Thriller, Ação"
자매 바이러스,11.1079,4.0,Drama
Eternos,11.0819,6.798,"Aventura, Ficção científica, Ação"
O Príncipe do Natal,11.0811,6.6,"Cinema TV, Romance"
A Maldição de Chucky,11.0764,5.922,"Thriller, Terror"
Tron: Uma Odisseia Eletrônica,11.0734,6.647,"Ficção científica, Aventura, Ação"
10 Coisas Que Eu Odeio em Você,11.0733,7.593,"Drama, Romance, Comédia"
Brilho Eterno de uma Mente sem Lembranças,11.073,8.092,"Romance, Drama, Ficção científica"
O Curioso Caso de Benjamin Button,11.0699,7.595,"Romance, Drama, Fantasia"
